scaffold	id	begin	end	size	transposable	taxonomy
SAMN31809226_1	SAMN31809226_1_prophage1	125110	158247	33.137	False	Siphoviridae
SAMN43993286_2	SAMN43993286_2_prophage1	114020	147153	33.133	False	Siphoviridae
SAMN43993284_2	SAMN43993284_2_prophage1	114020	147153	33.133	False	Siphoviridae
SAMN10984520_52	SAMN10984520_52_prophage1	96984	130117	33.133	False	Siphoviridae
SAMN10984506_12	SAMN10984506_12_prophage1	193808	226941	33.133	False	Siphoviridae
SAMN10984487_72	SAMN10984487_72_prophage1	96984	130117	33.133	False	Siphoviridae
SAMN25271720_40	SAMN25271720_40_prophage1	112444	145576	33.132	False	Siphoviridae
SAMN08290293_1	SAMN08290293_1_prophage6	1613084	1646216	33.132	True	Siphoviridae
SAMN33741214_1	SAMN33741214_1_prophage1	1028746	1061870	33.124	False	Siphoviridae
SAMN04366754_16	SAMN04366754_16_prophage1	24	33146	33.122	False	Siphoviridae
SAMN16630912_22	SAMN16630912_22_prophage1	734260	767378	33.118	True	Siphoviridae
SAMN33901074_22	SAMN33901074_22_prophage1	251549	284664	33.115	False	Siphoviridae
SAMN16357579_1	SAMN16357579_1_prophage1	312433	345547	33.114	True	Siphoviridae
SAMN10984476_5	SAMN10984476_5_prophage1	4858	37972	33.114	False	Siphoviridae
SAMN36868849_1	SAMN36868849_1_prophage3	1158149	1191261	33.112	False	Siphoviridae
SAMN37844538_5	SAMN37844538_5_prophage1	90537	123647	33.11	False	Siphoviridae
SAMN33741201_1	SAMN33741201_1_prophage2	858975	892085	33.11	False	Siphoviridae
SAMN29675661_39	SAMN29675661_39_prophage1	90364	123473	33.109	False	Siphoviridae
SAMN08211919_47	SAMN08211919_47_prophage1	3692	36796	33.104	False	Siphoviridae
SAMN37067330_1	SAMN37067330_1_prophage1	556071	589171	33.1	False	Siphoviridae
SAMN16495265_1	SAMN16495265_1_prophage1	600851	633951	33.1	False	Siphoviridae
SAMN42165368_5	SAMN42165368_5_prophage1	574385	607484	33.099	False	Siphoviridae
SAMN31247976_14	SAMN31247976_14_prophage1	866	33962	33.096	False	Siphoviridae
SAMN43558180_5	SAMN43558180_5_prophage1	135910	168999	33.089	False	Siphoviridae
SAMN13008411_3	SAMN13008411_3_prophage1	176898	209987	33.089	False	Siphoviridae
SAMN13008407_3	SAMN13008407_3_prophage1	176898	209987	33.089	False	Siphoviridae
SAMN13008339_3	SAMN13008339_3_prophage1	176898	209987	33.089	False	Siphoviridae
SAMN13008337_3	SAMN13008337_3_prophage1	176898	209987	33.089	False	Siphoviridae
SAMN13008335_3	SAMN13008335_3_prophage1	176898	209987	33.089	False	Siphoviridae
SAMN13008334_3	SAMN13008334_3_prophage1	176898	209987	33.089	False	Siphoviridae
SAMN13008323_3	SAMN13008323_3_prophage1	176898	209987	33.089	False	Siphoviridae
SAMN13008312_3	SAMN13008312_3_prophage1	176898	209987	33.089	False	Siphoviridae
SAMN13008310_3	SAMN13008310_3_prophage1	176898	209987	33.089	False	Siphoviridae
SAMN13008305_3	SAMN13008305_3_prophage1	176898	209987	33.089	False	Siphoviridae
SAMN42165362_11	SAMN42165362_11_prophage1	607758	640841	33.083	False	Siphoviridae
SAMN10984506_40	SAMN10984506_40_prophage1	82289	115372	33.083	False	Siphoviridae
SAMEA115874912_6	SAMEA115874912_6_prophage1	63599	96682	33.083	False	Siphoviridae
SAMN41754036_18	SAMN41754036_18_prophage1	2687	35767	33.08	False	Siphoviridae
SAMN24805850_1	SAMN24805850_1_prophage3	2170884	2203959	33.075	False	Siphoviridae
SAMN41481838_1	SAMN41481838_1_prophage5	1945711	1978785	33.074	False	Siphoviridae
SAMN16812448_1	SAMN16812448_1_prophage2	1966073	1999142	33.069	False	Siphoviridae
SAMN16235222_1	SAMN16235222_1_prophage2	1965812	1998881	33.069	False	Siphoviridae
SAMN16668564_1	SAMN16668564_1_prophage3	1270599	1303663	33.064	False	Siphoviridae
SAMN12384639_1	SAMN12384639_1_prophage1	151253	184312	33.059	False	Siphoviridae
SAMN39437242_1	SAMN39437242_1_prophage1	518552	551610	33.058	False	Siphoviridae
SAMN43558250_1	SAMN43558250_1_prophage1	793810	826866	33.056	False	Siphoviridae
SAMN09398938_1	SAMN09398938_1_prophage1	31762	64818	33.056	False	Siphoviridae
SAMN18063036_1	SAMN18063036_1_prophage2	1648440	1681489	33.049	False	Siphoviridae
SAMN17615183_1	SAMN17615183_1_prophage2	1727438	1760487	33.049	False	Siphoviridae
SAMN01757838_11	SAMN01757838_11_prophage1	15373	48403	33.03	False	Siphoviridae
SAMN01737618_7	SAMN01737618_7_prophage1	49996	83026	33.03	False	Siphoviridae
SAMN13624823_1	SAMN13624823_1_prophage1	833803	866832	33.029	False	Siphoviridae
SAMN31342461_1	SAMN31342461_1_prophage4	2430130	2463158	33.028	False	Siphoviridae
SAMN42033111_1	SAMN42033111_1_prophage2	3097796	3130817	33.021	False	Siphoviridae
SAMN31322037_2	SAMN31322037_2_prophage1	4358	37379	33.021	False	Siphoviridae
SAMN10365483_63	SAMN10365483_63_prophage1	94782	127801	33.019	False	Siphoviridae
SAMN02470897_4	SAMN02470897_4_prophage1	1160325	1193341	33.016	False	Siphoviridae
SAMN43558172_1	SAMN43558172_1_prophage1	713185	746200	33.015	False	Siphoviridae
SAMN29049706_3	SAMN29049706_3_prophage1	37485	70494	33.009	False	Siphoviridae
SAMN29049705_2	SAMN29049705_2_prophage1	266430	299439	33.009	False	Siphoviridae
SAMN46536957_1	SAMN46536957_1_prophage1	484242	517249	33.007	False	Siphoviridae
SAMN46717024_69	SAMN46717024_69_prophage1	41552	74552	33	False	Siphoviridae
SAMN42108989_86	SAMN42108989_86_prophage1	37455	70448	32.993	False	Siphoviridae
SAMN12027237_88	SAMN12027237_88_prophage2	59541	92526	32.985	False	Siphoviridae
SAMN33575970_86	SAMN33575970_86_prophage2	261654	294637	32.983	False	Siphoviridae
SAMN37639060_1	SAMN37639060_1_prophage3	1897502	1930484	32.982	False	Siphoviridae
SAMN13008415_8	SAMN13008415_8_prophage1	23089	56070	32.981	False	Siphoviridae
SAMN13008372_8	SAMN13008372_8_prophage1	23089	56070	32.981	False	Siphoviridae
SAMN13008346_10	SAMN13008346_10_prophage1	22390	55371	32.981	False	Siphoviridae
SAMN13008344_10	SAMN13008344_10_prophage1	23089	56070	32.981	False	Siphoviridae
SAMN13008319_7	SAMN13008319_7_prophage1	23089	56070	32.981	False	Siphoviridae
SAMN13008314_8	SAMN13008314_8_prophage1	23089	56070	32.981	False	Siphoviridae
SAMN43558243_1	SAMN43558243_1_prophage1	734515	767490	32.975	False	Siphoviridae
SAMN33915856_14	SAMN33915856_14_prophage1	6325	39300	32.975	False	Siphoviridae
SAMN27967734_49	SAMN27967734_49_prophage1	52106	85081	32.975	False	Siphoviridae
SAMN27967730_48	SAMN27967730_48_prophage1	52106	85081	32.975	False	Siphoviridae
SAMN17492529_1	SAMN17492529_1_prophage1	1798737	1831705	32.968	False	Siphoviridae
SAMN33193056_10	SAMN33193056_10_prophage1	3112	36067	32.955	False	Siphoviridae
SAMN16327791_1	SAMN16327791_1_prophage4	2156969	2189923	32.954	False	Siphoviridae
SAMN11831040_11	SAMN11831040_11_prophage1	4790	37743	32.953	False	Siphoviridae
SAMN11812292_11	SAMN11812292_11_prophage1	12646	45599	32.953	False	Siphoviridae
SAMN19769714_1	SAMN19769714_1_prophage2	722714	755666	32.952	False	Siphoviridae
SAMN33918441_12	SAMN33918441_12_prophage1	11716	44661	32.945	False	Siphoviridae
SAMN43437029_23	SAMN43437029_23_prophage1	269221	302165	32.944	False	Siphoviridae
SAMN30174801_6	SAMN30174801_6_prophage2	18502	51444	32.942	False	Siphoviridae
SAMN19292310_1	SAMN19292310_1_prophage8	2715356	2748296	32.94	False	Siphoviridae
SAMN02369469_8	SAMN02369469_8_prophage1	1996	34933	32.937	False	Siphoviridae
SAMN12547819_3	SAMN12547819_3_prophage1	87802	120738	32.936	False	Siphoviridae
SAMN16988606_1	SAMN16988606_1_prophage1	513099	546032	32.933	False	Siphoviridae
SAMN08624599_1	SAMN08624599_1_prophage1	513113	546046	32.933	False	Siphoviridae
SAMN36405041_44	SAMN36405041_44_prophage1	3278	36208	32.93	False	Siphoviridae
SAMN44680424_1	SAMN44680424_1_prophage2	1885824	1918751	32.927	False	Siphoviridae
SAMN45919545_10	SAMN45919545_10_prophage1	78913	111829	32.916	False	Siphoviridae
SAMN45919544_8	SAMN45919544_8_prophage1	78913	111829	32.916	False	Siphoviridae
SAMN31809271_17	SAMN31809271_17_prophage1	2	32918	32.916	False	Siphoviridae
SAMN08455838_1	SAMN08455838_1_prophage2	2098232	2131145	32.913	False	Siphoviridae
SAMN43031738_1	SAMN43031738_1_prophage2	1868956	1901868	32.912	False	Siphoviridae
SAMN13008359_6	SAMN13008359_6_prophage1	76659	109564	32.905	False	Siphoviridae
SAMN30836479_1	SAMN30836479_1_prophage5	1705885	1738785	32.9	True	Siphoviridae
SAMN29681577_2	SAMN29681577_2_prophage7	1726828	1759728	32.9	False	Siphoviridae
SAMN07276621_4	SAMN07276621_4_prophage1	289714	322612	32.898	False	Siphoviridae
SAMN29224766_5	SAMN29224766_5_prophage1	4361	37256	32.895	False	Siphoviridae
SAMN28194256_44	SAMN28194256_44_prophage1	87142	120037	32.895	False	Siphoviridae
SAMN46262032_1	SAMN46262032_1_prophage3	907815	940703	32.888	False	Siphoviridae
SAMN31808405_46	SAMN31808405_46_prophage1	8725	41613	32.888	False	Siphoviridae
SAMN02598525_1	SAMN02598525_1_prophage3	993023	1025909	32.886	False	Siphoviridae
SAMN23424506_1	SAMN23424506_1_prophage1	780562	813439	32.877	False	Siphoviridae
SAMN37319786_1	SAMN37319786_1_prophage1	565512	598388	32.876	False	Siphoviridae
SAMN25249821_1	SAMN25249821_1_prophage2	1828880	1861756	32.876	False	Siphoviridae
SAMN43530940_1	SAMN43530940_1_prophage2	2287346	2320221	32.875	False	Siphoviridae
SAMN16988090_1	SAMN16988090_1_prophage1	975906	1008777	32.871	False	Siphoviridae
SAMN18607046_75	SAMN18607046_75_prophage1	147890	180758	32.868	False	Siphoviridae
SAMN04445749_35	SAMN04445749_35_prophage1	149664	182532	32.868	False	Siphoviridae
SAMN33575935_29	SAMN33575935_29_prophage1	56413	89279	32.866	False	Siphoviridae
SAMN41372077_1	SAMN41372077_1_prophage1	5025	37882	32.857	False	Siphoviridae
SAMN41372076_9	SAMN41372076_9_prophage1	88912	121769	32.857	False	Siphoviridae
SAMN33901076_1	SAMN33901076_1_prophage1	86003	118858	32.855	False	Siphoviridae
SAMN43829022_6	SAMN43829022_6_prophage1	27414	60268	32.854	False	Siphoviridae
SAMN05990127_1	SAMN05990127_1_prophage2	1652241	1685095	32.854	False	Siphoviridae
SAMN08009715_1	SAMN08009715_1_prophage1	117374	150221	32.847	False	Siphoviridae
SAMN43784977_4	SAMN43784977_4_prophage1	89780	122622	32.842	False	Siphoviridae
SAMN29058014_2	SAMN29058014_2_prophage1	509807	542649	32.842	False	Siphoviridae
SAMN42178368_8	SAMN42178368_8_prophage1	4054	36891	32.837	False	Siphoviridae
SAMN07702371_44	SAMN07702371_44_prophage1	256782	289608	32.826	False	Siphoviridae
SAMN05898150_16	SAMN05898150_16_prophage1	225789	258615	32.826	False	Siphoviridae
SAMN05898148_17	SAMN05898148_17_prophage1	13100	45926	32.826	False	Siphoviridae
SAMN05898147_17	SAMN05898147_17_prophage1	13100	45926	32.826	False	Siphoviridae
SAMN05898145_7	SAMN05898145_7_prophage1	386442	419268	32.826	False	Siphoviridae
SAMN05898144_21	SAMN05898144_21_prophage1	110851	143677	32.826	False	Siphoviridae
SAMN05898143_5	SAMN05898143_5_prophage1	13093	45919	32.826	False	Siphoviridae
SAMN05892171_22	SAMN05892171_22_prophage1	386377	419203	32.826	False	Siphoviridae
SAMN42178353_10	SAMN42178353_10_prophage1	4851	37673	32.822	False	Siphoviridae
SAMN16495248_33	SAMN16495248_33_prophage1	1504	34323	32.819	False	Siphoviridae
SAMN40733515_6	SAMN40733515_6_prophage1	44376	77180	32.804	False	Siphoviridae
SAMN40733494_4	SAMN40733494_4_prophage1	92317	125121	32.804	False	Siphoviridae
SAMN40733490_4	SAMN40733490_4_prophage1	92317	125121	32.804	False	Siphoviridae
SAMN40733480_5	SAMN40733480_5_prophage1	92317	125121	32.804	False	Siphoviridae
SAMN40733471_4	SAMN40733471_4_prophage1	92316	125120	32.804	False	Siphoviridae
SAMN40733464_5	SAMN40733464_5_prophage1	92317	125121	32.804	False	Siphoviridae
SAMN40733446_122	SAMN40733446_122_prophage1	34758	67562	32.804	False	Siphoviridae
SAMN16826734_54	SAMN16826734_54_prophage1	92317	125121	32.804	False	Siphoviridae
SAMN16826729_44	SAMN16826729_44_prophage1	78513	111317	32.804	False	Siphoviridae
SAMN29204656_12	SAMN29204656_12_prophage1	207008	239808	32.8	False	Siphoviridae
SAMN37140630_1	SAMN37140630_1_prophage1	538786	571577	32.791	False	Siphoviridae
SAMN27775835_1	SAMN27775835_1_prophage3	1366419	1399210	32.791	False	Siphoviridae
SAMD00803412_3	SAMD00803412_3_prophage1	250921	283705	32.784	False	Siphoviridae
SAMN09280120_39	SAMN09280120_39_prophage1	3015	35794	32.779	False	Siphoviridae
SAMN46434682_43	SAMN46434682_43_prophage1	28430	61203	32.773	False	Siphoviridae
SAMN20446287_1	SAMN20446287_1_prophage1	661412	694184	32.772	False	Siphoviridae
SAMN14916503_1	SAMN14916503_1_prophage1	661392	694164	32.772	False	Siphoviridae
SAMN11653944_20	SAMN11653944_20_prophage1	3867	36639	32.772	False	Siphoviridae
SAMN05717714_41	SAMN05717714_41_prophage1	3345	36117	32.772	False	Siphoviridae
SAMN43558239_6	SAMN43558239_6_prophage1	32534	65300	32.766	False	Siphoviridae
SAMN31808059_19	SAMN31808059_19_prophage1	1	32767	32.766	False	Siphoviridae
SAMN22307044_67	SAMN22307044_67_prophage1	17722	50483	32.761	False	Siphoviridae
SAMN05514174_17	SAMN05514174_17_prophage1	11473	44230	32.757	False	Siphoviridae
SAMN43558175_1	SAMN43558175_1_prophage2	2848088	2880839	32.751	False	Myoviridae
SAMN33658168_67	SAMN33658168_67_prophage1	81708	114457	32.749	False	Siphoviridae
SAMN33658167_69	SAMN33658167_69_prophage1	81710	114459	32.749	False	Siphoviridae
SAMN33658165_68	SAMN33658165_68_prophage1	2425	35174	32.749	False	Siphoviridae
SAMN33593467_67	SAMN33593467_67_prophage1	2405	35154	32.749	False	Siphoviridae
SAMN33593466_71	SAMN33593466_71_prophage1	81689	114438	32.749	False	Siphoviridae
SAMN33593464_28	SAMN33593464_28_prophage1	2405	35154	32.749	False	Siphoviridae
SAMN25249820_1	SAMN25249820_1_prophage4	1082483	1115224	32.741	False	Siphoviridae
SAMN31247926_13	SAMN31247926_13_prophage1	1402	34142	32.74	False	Siphoviridae
SAMN31247917_13	SAMN31247917_13_prophage1	1402	34142	32.74	False	Siphoviridae
SAMN36329519_1	SAMN36329519_1_prophage1	197788	230524	32.736	False	Siphoviridae
SAMN40733506_135	SAMN40733506_135_prophage1	74096	106829	32.733	False	Siphoviridae
SAMN40733489_5	SAMN40733489_5_prophage1	79708	112441	32.733	False	Siphoviridae
SAMN40733487_142	SAMN40733487_142_prophage1	72706	105439	32.733	False	Siphoviridae
SAMN40733478_5	SAMN40733478_5_prophage1	72718	105451	32.733	False	Siphoviridae
SAMN40733472_6	SAMN40733472_6_prophage1	92322	125055	32.733	False	Siphoviridae
SAMN40733456_5	SAMN40733456_5_prophage1	92325	125058	32.733	False	Siphoviridae
SAMN40733444_4	SAMN40733444_4_prophage2	114975	147708	32.733	False	Siphoviridae
SAMN30596909_66	SAMN30596909_66_prophage1	72712	105445	32.733	False	Siphoviridae
SAMN14345144_54	SAMN14345144_54_prophage1	79680	112413	32.733	False	Siphoviridae
SAMN38138646_26	SAMN38138646_26_prophage1	3143	35872	32.729	False	Siphoviridae
SAMN16268313_1	SAMN16268313_1_prophage1	1968654	2001383	32.729	False	Siphoviridae
SAMN45919634_8	SAMN45919634_8_prophage1	109665	142391	32.726	False	Siphoviridae
SAMN45919633_8	SAMN45919633_8_prophage1	23349	56075	32.726	False	Siphoviridae
SAMN33918462_1	SAMN33918462_1_prophage1	355975	388701	32.726	False	Siphoviridae
SAMN07303049_1	SAMN07303049_1_prophage1	904442	937166	32.724	False	Siphoviridae
SAMN05177792_1	SAMN05177792_1_prophage3	1976416	2009139	32.723	False	Siphoviridae
SAMEA3879648_1	SAMEA3879648_1_prophage1	1077953	1110673	32.72	False	Siphoviridae
SAMN10365239_11	SAMN10365239_11_prophage1	259571	292289	32.718	False	Siphoviridae
SAMN06479972_1	SAMN06479972_1_prophage1	626674	659391	32.717	False	Siphoviridae
SAMN29058013_2	SAMN29058013_2_prophage1	90751	123460	32.709	False	Siphoviridae
SAMN29722245_15	SAMN29722245_15_prophage1	10221	42929	32.708	False	Siphoviridae
SAMN33180068_1	SAMN33180068_1_prophage1	767711	800416	32.705	False	Siphoviridae
SAMN33906854_22	SAMN33906854_22_prophage1	87707	120407	32.7	False	Siphoviridae
SAMN31322038_13	SAMN31322038_13_prophage1	87079	119779	32.7	False	Siphoviridae
SAMEA115874919_9	SAMEA115874919_9_prophage1	2640	35339	32.699	False	Siphoviridae
SAMN31322061_33	SAMN31322061_33_prophage1	135773	168463	32.69	False	Siphoviridae
SAMN31809228_43	SAMN31809228_43_prophage1	63350	96039	32.689	False	Siphoviridae
SAMN12616934_20	SAMN12616934_20_prophage1	15201	47887	32.686	True	Siphoviridae
SAMN12616932_23	SAMN12616932_23_prophage1	38077	70763	32.686	True	Siphoviridae
SAMN12616931_25	SAMN12616931_25_prophage1	15047	47733	32.686	True	Siphoviridae
SAMN32682917_1	SAMN32682917_1_prophage1	1072202	1104884	32.682	False	Siphoviridae
SAMN29049784_9	SAMN29049784_9_prophage1	65068	97749	32.681	False	Siphoviridae
SAMN20607820_1	SAMN20607820_1_prophage2	1768956	1801636	32.68	False	Siphoviridae
SAMN10365583_61	SAMN10365583_61_prophage1	10737	43417	32.68	False	Siphoviridae
SAMN35796820_1	SAMN35796820_1_prophage2	1398641	1431318	32.677	True	Siphoviridae
SAMN37140633_1	SAMN37140633_1_prophage2	231646	264319	32.673	False	Siphoviridae
SAMN08615538_4	SAMN08615538_4_prophage2	329303	361975	32.672	False	Siphoviridae
SAMN03702584_3	SAMN03702584_3_prophage1	122475	155147	32.672	False	Siphoviridae
SAMN28911230_12	SAMN28911230_12_prophage3	906672	939334	32.662	False	Siphoviridae
SAMN15532931_15	SAMN15532931_15_prophage1	293169	325830	32.661	False	Siphoviridae
SAMN39905278_1	SAMN39905278_1_prophage4	716059	748719	32.66	False	Siphoviridae
SAMN11049625_23	SAMN11049625_23_prophage1	87917	120577	32.66	False	Siphoviridae
SAMN23771405_17	SAMN23771405_17_prophage1	69215	101873	32.658	False	Siphoviridae
SAMN43087440_1	SAMN43087440_1_prophage1	549446	582103	32.657	False	Siphoviridae
SAMN33918461_1	SAMN33918461_1_prophage2	336544	369200	32.656	False	Siphoviridae
SAMN33145128_1	SAMN33145128_1_prophage1	827295	859949	32.654	False	Siphoviridae
SAMD00520112_1	SAMD00520112_1_prophage1	868517	901162	32.645	False	Siphoviridae
SAMN07206913_1	SAMN07206913_1_prophage1	1198397	1231037	32.64	False	Siphoviridae
SAMN31247873_1	SAMN31247873_1_prophage1	1032405	1065043	32.638	False	Siphoviridae
SAMN10365154_60	SAMN10365154_60_prophage1	1743	34380	32.637	False	Myoviridae
SAMN43785077_3	SAMN43785077_3_prophage2	126897	159533	32.636	False	Siphoviridae
SAMN43829008_3	SAMN43829008_3_prophage1	128050	160683	32.633	False	Siphoviridae
SAMN41030363_1	SAMN41030363_1_prophage5	1718753	1751384	32.631	True	Siphoviridae
SAMN21240282_1	SAMN21240282_1_prophage2	1932417	1965048	32.631	False	Siphoviridae
SAMN10417190_1	SAMN10417190_1_prophage2	184478	217104	32.626	False	Siphoviridae
SAMN02641526_1	SAMN02641526_1_prophage1	1482757	1515383	32.626	False	Siphoviridae
SAMN29722436_20	SAMN29722436_20_prophage1	270979	303604	32.625	False	Siphoviridae
SAMN39710346_1	SAMN39710346_1_prophage1	507450	540071	32.621	True	Siphoviridae
SAMN29049804_2	SAMN29049804_2_prophage1	283013	315634	32.621	False	Siphoviridae
SAMN04528932_22	SAMN04528932_22_prophage1	288481	321097	32.616	False	Siphoviridae
SAMN13008380_1	SAMN13008380_1_prophage1	137232	169847	32.615	False	Siphoviridae
SAMN13008365_1	SAMN13008365_1_prophage1	125797	158412	32.615	False	Siphoviridae
SAMN13008345_1	SAMN13008345_1_prophage1	128667	161282	32.615	False	Siphoviridae
SAMN13008340_1	SAMN13008340_1_prophage1	128667	161282	32.615	False	Siphoviridae
SAMN13008321_1	SAMN13008321_1_prophage1	137232	169847	32.615	False	Siphoviridae
SAMN23708196_15	SAMN23708196_15_prophage1	212	32826	32.614	False	Siphoviridae
SAMN41754030_5	SAMN41754030_5_prophage1	11884	44494	32.61	False	Siphoviridae
SAMN41754029_5	SAMN41754029_5_prophage1	11884	44494	32.61	False	Siphoviridae
SAMN41754028_5	SAMN41754028_5_prophage1	11884	44494	32.61	False	Siphoviridae
SAMN41754027_5	SAMN41754027_5_prophage1	11884	44494	32.61	False	Siphoviridae
SAMN43829088_4	SAMN43829088_4_prophage1	7091	39699	32.608	False	Siphoviridae
SAMN43785094_4	SAMN43785094_4_prophage1	83585	116191	32.606	False	Siphoviridae
SAMN36267751_1	SAMN36267751_1_prophage4	2434639	2467244	32.605	False	Siphoviridae
SAMN43785010_1	SAMN43785010_1_prophage1	126010	158614	32.604	False	Siphoviridae
SAMN33193056_2	SAMN33193056_2_prophage1	194501	227099	32.598	False	Siphoviridae
SAMN32317228_1	SAMN32317228_1_prophage1	484526	517122	32.596	False	Siphoviridae
SAMN33770587_7	SAMN33770587_7_prophage1	21473	54068	32.595	False	Siphoviridae
SAMN25249814_1	SAMN25249814_1_prophage1	866044	898639	32.595	False	Siphoviridae
SAMN20719235_1	SAMN20719235_1_prophage2	811470	844064	32.594	False	Siphoviridae
SAMN20719234_15	SAMN20719234_15_prophage1	78347	110941	32.594	False	Siphoviridae
SAMN18209742_17	SAMN18209742_17_prophage1	1595	34185	32.59	False	Siphoviridae
SAMN43829027_6	SAMN43829027_6_prophage1	21794	54376	32.582	False	Siphoviridae
SAMN29514723_11	SAMN29514723_11_prophage1	21744	54326	32.582	False	Siphoviridae
SAMN29514715_11	SAMN29514715_11_prophage1	254076	286658	32.582	False	Siphoviridae
SAMN29514675_11	SAMN29514675_11_prophage1	259428	292010	32.582	False	Siphoviridae
SAMN29514673_11	SAMN29514673_11_prophage1	259428	292010	32.582	False	Siphoviridae
SAMN07701376_1	SAMN07701376_1_prophage3	1535642	1568224	32.582	True	Siphoviridae
SAMN43545318_14	SAMN43545318_14_prophage1	9589	42170	32.581	False	Siphoviridae
SAMN30596923_34	SAMN30596923_34_prophage1	79694	112271	32.577	False	Siphoviridae
SAMEA3158499_1	SAMEA3158499_1_prophage1	2639290	2671863	32.573	False	Siphoviridae
SAMN36721155_67	SAMN36721155_67_prophage1	145748	178316	32.568	False	Siphoviridae
SAMN29049785_2	SAMN29049785_2_prophage1	88124	120692	32.568	False	Siphoviridae
SAMN12558203_66	SAMN12558203_66_prophage1	23312	55875	32.563	False	Siphoviridae
SAMN33906873_77	SAMN33906873_77_prophage1	27665	60226	32.561	False	Siphoviridae
SAMN29270129_24	SAMN29270129_24_prophage1	6345	38906	32.561	False	Siphoviridae
SAMN16495238_11	SAMN16495238_11_prophage1	241078	273637	32.559	False	Siphoviridae
SAMN05717752_36	SAMN05717752_36_prophage1	32856	65413	32.557	False	Siphoviridae
SAMN25236864_1	SAMN25236864_1_prophage2	2815579	2848131	32.552	False	Siphoviridae
SAMN07173652_1	SAMN07173652_1_prophage3	2840117	2872669	32.552	False	Siphoviridae
SAMD00076650_4	SAMD00076650_4_prophage1	134925	167472	32.547	False	Myoviridae
SAMN12027235_17	SAMN12027235_17_prophage1	3772	36300	32.528	False	Siphoviridae
SAMN32933939_4	SAMN32933939_4_prophage1	10943	43470	32.527	False	Siphoviridae
SAMN32933930_3	SAMN32933930_3_prophage1	10943	43470	32.527	False	Siphoviridae
SAMN31809793_70	SAMN31809793_70_prophage1	68641	101162	32.521	False	Myoviridae
SAMN31809788_8	SAMN31809788_8_prophage1	68641	101162	32.521	False	Myoviridae
SAMN31809650_4	SAMN31809650_4_prophage1	18528	51042	32.514	False	Siphoviridae
SAMN17717972_1	SAMN17717972_1_prophage4	2200831	2233345	32.514	False	Siphoviridae
SAMN30948290_1	SAMN30948290_1_prophage3	2118412	2150923	32.511	False	Siphoviridae
SAMN23424745_1	SAMN23424745_1_prophage2	934240	966751	32.511	False	Myoviridae
SAMN32612924_7	SAMN32612924_7_prophage1	2594	35102	32.508	False	Siphoviridae
SAMN00001480_7	SAMN00001480_7_prophage1	10624	43131	32.507	False	Siphoviridae
SAMN44732433_2	SAMN44732433_2_prophage1	108202	140706	32.504	False	Siphoviridae
SAMN07787064_2	SAMN07787064_2_prophage4	1177684	1210187	32.503	False	Siphoviridae
SAMN06130973_1	SAMN06130973_1_prophage1	56964	89467	32.503	False	Myoviridae
SAMN39710344_1	SAMN39710344_1_prophage1	858335	890837	32.502	False	Siphoviridae
SAMN04515708_1	SAMN04515708_1_prophage1	805210	837712	32.502	True	Siphoviridae
SAMN45919549_5	SAMN45919549_5_prophage1	132878	165376	32.498	False	Siphoviridae
SAMN43784974_3	SAMN43784974_3_prophage1	21028	53525	32.497	False	Siphoviridae
SAMN38221021_4	SAMN38221021_4_prophage1	109944	142441	32.497	False	Siphoviridae
SAMN33169496_2	SAMN33169496_2_prophage1	93681	126175	32.494	False	Siphoviridae
SAMN31565990_1	SAMN31565990_1_prophage1	286593	319087	32.494	False	Myoviridae
SAMN33906835_5	SAMN33906835_5_prophage1	87651	120142	32.491	False	Siphoviridae
SAMN42007034_28	SAMN42007034_28_prophage1	4561	37050	32.489	False	Siphoviridae
SAMN41754071_1	SAMN41754071_1_prophage1	411877	444365	32.488	False	Siphoviridae
SAMN12616915_34	SAMN12616915_34_prophage1	4174	36653	32.479	False	Siphoviridae
SAMN10984481_34	SAMN10984481_34_prophage1	30722	63201	32.479	False	Siphoviridae
SAMN06130980_1	SAMN06130980_1_prophage1	55928	88404	32.476	False	Myoviridae
SAMN43829096_1	SAMN43829096_1_prophage1	553156	585622	32.466	False	Siphoviridae
SAMN29489200_1	SAMN29489200_1_prophage3	1690828	1723294	32.466	False	Siphoviridae
SAMN16812448_1	SAMN16812448_1_prophage3	2659766	2692224	32.458	False	Siphoviridae
SAMN16235222_1	SAMN16235222_1_prophage3	2659505	2691963	32.458	False	Siphoviridae
SAMN12784813_1	SAMN12784813_1_prophage1	1084985	1117432	32.447	False	Siphoviridae
SAMN29394000_1	SAMN29394000_1_prophage2	1197707	1230149	32.442	False	Siphoviridae
SAMN07160384_1	SAMN07160384_1_prophage1	239403	271845	32.442	False	Siphoviridae
SAMD00000557_87	SAMD00000557_87_prophage1	3552	35989	32.437	False	Siphoviridae
SAMN13008403_3	SAMN13008403_3_prophage1	130895	163327	32.432	False	Siphoviridae
SAMN13008370_3	SAMN13008370_3_prophage1	130894	163326	32.432	False	Siphoviridae
SAMN47175726_1	SAMN47175726_1_prophage1	2216984	2249415	32.431	False	Siphoviridae
SAMN44216782_1	SAMN44216782_1_prophage1	380225	412655	32.43	False	Siphoviridae
SAMEA3393060_16	SAMEA3393060_16_prophage1	17755	50185	32.43	False	Siphoviridae
SAMN31247877_1	SAMN31247877_1_prophage1	426733	459160	32.427	False	Siphoviridae
